Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR2139649,2016-01-04 17:04:03,2016-11-22 02:59:03,10174942,925960308,0,91,521,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra17/SRR/002089/SRR2139649,SRX1128713,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019486,SAMN03947401,simple,10090,Mus musculus,GSM1840237,,,,,,,no,,,,,GEO,SRA281408,,public,AE926AE58B5273263A322AC481C654ED,BC442DDCC4A3193507B5639EA2AB25AC
SRR2139650,2016-01-04 17:04:03,2016-11-16 13:55:12,8392660,768122192,0,91,429,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra12/SRR/002089/SRR2139650,SRX1128714,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020413,SAMN03947300,simple,10090,Mus musculus,GSM1840238,,,,,,,no,,,,,GEO,SRA281408,,public,399804545E6684C788EC0EAF666267D1,F534E3FC78AA0CA8966013D396F2EAAA
SRR2139651,2016-01-04 17:04:03,2016-11-22 03:01:44,8553708,777771699,0,90,432,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra26/SRR/002089/SRR2139651,SRX1128715,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020411,SAMN03947301,simple,10090,Mus musculus,GSM1840239,,,,,,,no,,,,,GEO,SRA281408,,public,145098F1EC3ED5D9DCFBC2CCF7E1B57C,056F4D4026372010BB93785BFAB944EE
SRR2139652,2016-01-04 17:04:03,2016-11-22 03:00:48,10769379,984400709,0,91,554,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002089/SRR2139652,SRX1128716,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020410,SAMN03947302,simple,10090,Mus musculus,GSM1840240,,,,,,,no,,,,,GEO,SRA281408,,public,E028DF09A802605ACF76E58CC08BAE71,586122263FA7236C030764F7989D8A0D
SRR2139653,2016-01-04 17:04:03,2016-11-16 13:55:14,8479972,774206873,0,91,442,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/002089/SRR2139653,SRX1128717,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020408,SAMN03947311,simple,10090,Mus musculus,GSM1840241,,,,,,,no,,,,,GEO,SRA281408,,public,F23A82A89024EE441D369AB78E11E7A5,6A90D9E66A732EB703C94200161831D6
SRR2139654,2016-01-04 17:04:03,2016-11-16 13:56:15,17762898,1616137124,0,90,975,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra7/SRR/002089/SRR2139654,SRX1128718,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019651,SAMN03947312,simple,10090,Mus musculus,GSM1840242,,,,,,,no,,,,,GEO,SRA281408,,public,626F2F7205507348707B52A789687D7C,7BC15C68102AB67DA95EC719CBAA143C
SRR2139655,2016-01-04 17:04:03,2016-11-22 03:01:15,9139362,817153229,0,89,458,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/002089/SRR2139655,SRX1128719,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020405,SAMN03947303,simple,10090,Mus musculus,GSM1840243,,,,,,,no,,,,,GEO,SRA281408,,public,0FACABBC5CB974D704C17FEFA81A71BF,7081585DC2630B5E07074E2F4F195773
SRR2139656,2016-01-04 17:04:03,2016-11-22 03:01:55,10696242,960421469,0,89,534,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra32/SRR/002089/SRR2139656,SRX1128720,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020407,SAMN03947304,simple,10090,Mus musculus,GSM1840244,,,,,,,no,,,,,GEO,SRA281408,,public,E19819C29A3709D72975EF1BCD15293A,6A28092D134BA58A3EBD5A347E01AC9D
SRR2139657,2016-01-04 17:04:03,2016-11-16 13:53:20,8716850,793094033,0,90,412,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra8/SRR/002089/SRR2139657,SRX1128721,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020406,SAMN03947305,simple,10090,Mus musculus,GSM1840245,,,,,,,no,,,,,GEO,SRA281408,,public,720E425CB77B8B0E9ABB7BB1285EA6EF,7E7F5F53E22AB367A8EC0E18885419F6
SRR2139658,2016-01-04 17:04:03,2016-11-22 02:59:34,8121058,730688840,0,89,384,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002089/SRR2139658,SRX1128722,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020404,SAMN03947306,simple,10090,Mus musculus,GSM1840246,,,,,,,no,,,,,GEO,SRA281408,,public,9B92695259ACF5F05E1521C0560C68C1,370A4645BBE80EF704132E43D620F8F0
SRR2139659,2016-01-04 17:04:03,2016-11-16 13:52:55,8412317,762169018,0,90,402,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/002089/SRR2139659,SRX1128723,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020403,SAMN03947307,simple,10090,Mus musculus,GSM1840247,,,,,,,no,,,,,GEO,SRA281408,,public,5085EB2948A903B1A2D1952E8C70A01C,9662435DD64D5440BFE19F661E2759B7
SRR2139660,2016-01-04 17:04:03,2016-11-16 13:52:52,10467634,949277477,0,90,497,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/002089/SRR2139660,SRX1128724,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020401,SAMN03947308,simple,10090,Mus musculus,GSM1840248,,,,,,,no,,,,,GEO,SRA281408,,public,F2F1E6B959503EF54B537098649F8A4D,95667A1E6B239A9B3A9089F2FAF0C3E1
SRR2139661,2016-01-04 17:04:03,2016-11-22 03:05:39,10340040,933808885,0,90,495,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra15/SRR/002089/SRR2139661,SRX1128725,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019650,SAMN03947309,simple,10090,Mus musculus,GSM1840249,,,,,,,no,,,,,GEO,SRA281408,,public,A5004BEF130E94708D16D6F0418304C7,79FC613DE952B856B49BBC07052940AB
SRR2139669,2016-01-04 17:04:03,2016-11-22 03:21:02,19839940,1783110746,0,89,1173,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/002089/SRR2139669,SRX1128733,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020180,SAMN03947319,simple,10090,Mus musculus,GSM1840257,,,,,,,no,,,,,GEO,SRA281408,,public,D6DF1DF2C7165F1912ECF4D695EA9AF5,731C5D4363F6849F6DF09D741151A4C0
SRR2139670,2016-01-04 17:04:03,2016-11-22 03:50:16,18857226,1690344118,0,89,1047,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra15/SRR/002089/SRR2139670,SRX1128734,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1019652,SAMN03947320,simple,10090,Mus musculus,GSM1840258,,,,,,,no,,,,,GEO,SRA281408,,public,69F394B113BEA65E2DC5F15744EC9552,2A323C8DF812F8D92D263AAA1438B586
SRR2139671,2016-01-04 17:04:03,2016-11-16 13:46:33,5231143,478354327,0,91,305,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/002089/SRR2139671,SRX1128735,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1020179,SAMN03947321,simple,10090,Mus musculus,GSM1840259,,,,,,,no,,,,,GEO,SRA281408,,public,B4AFFE9586DA7EA90FE4E684752A0120,E6C393549BD0040A73B35082AC03728C
SRR2139672,2016-01-04 17:04:03,2016-11-16 13:45:59,5287920,483365071,0,91,314,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra6/SRR/002089/SRR2139672,SRX1128736,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1020178,SAMN03947322,simple,10090,Mus musculus,GSM1840260,,,,,,,no,,,,,GEO,SRA281408,,public,EBF2C2CD2049EC480A8A212906FEF4C1,5EC3E2D0A7B32AE5DE771991E545474D
SRR2139673,2016-01-04 17:04:03,2016-11-16 13:42:24,6663531,601726984,0,90,375,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra15/SRR/002089/SRR2139673,SRX1128737,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020177,SAMN03947323,simple,10090,Mus musculus,GSM1840261,,,,,,,no,,,,,GEO,SRA281408,,public,DDA9AC8A055D695D04F6961360EC1F4E,392F565895A53B7E19CDF7CFB1A62B0B
SRR2139674,2016-01-04 17:04:03,2016-11-22 03:54:56,9721023,883451663,0,90,543,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/002089/SRR2139674,SRX1128738,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020176,SAMN03947324,simple,10090,Mus musculus,GSM1840262,,,,,,,no,,,,,GEO,SRA281408,,public,EF03E4FA569A0DAD96B4F1C7DEE2FF26,167B0DE8CB17C704C9C3FD5CFD8A29B7
SRR2139675,2016-01-04 17:04:03,2016-11-16 13:41:48,12714418,1158070083,0,91,716,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra2/SRR/002089/SRR2139675,SRX1128739,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020173,SAMN03947325,simple,10090,Mus musculus,GSM1840263,,,,,,,no,,,,,GEO,SRA281408,,public,03A780E5EDD57A611D34A26367F61EE0,83A22353D822DC5FBD1C7B9F673D0274
SRR2139676,2016-01-04 17:04:03,2016-11-22 04:00:12,15750807,1434861790,0,91,887,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/002089/SRR2139676,SRX1128740,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061902,PRJNA291624,2,291624,SRS1020175,SAMN03947326,simple,10090,Mus musculus,GSM1840264,,,,,,,no,,,,,GEO,SRA281408,,public,B07536B7203B93F3009776C606D7801C,147CCE6D202973903C20E50926513A12
SRR2139677,2016-01-04 17:04:03,2016-11-22 04:01:38,10107030,947319266,0,93,373,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/002089/SRR2139677,SRX1128741,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1020174,SAMN03947327,simple,10090,Mus musculus,GSM1840265,,,,,,,no,,,,,GEO,SRA281408,,public,127108F19EEA084DB1995EEB592EDD61,62AC2F655123C346D558AC89B5435C1B
SRR2139678,2016-01-04 17:04:03,2016-11-22 03:28:34,9403026,873958716,0,92,344,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/002089/SRR2139678,SRX1128742,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1020172,SAMN03947328,simple,10090,Mus musculus,GSM1840266,,,,,,,no,,,,,GEO,SRA281408,,public,F229BA44A89168033D3B41DF127D3D7F,712CBCFDEA32821EDB3BAF01CFBD994C
SRR2139679,2016-01-04 17:04:03,2016-11-16 13:40:55,7640430,713917676,0,93,285,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra13/SRR/002089/SRR2139679,SRX1128743,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1020171,SAMN03947329,simple,10090,Mus musculus,GSM1840267,,,,,,,no,,,,,GEO,SRA281408,,public,3CC72D8B933244F78002CC0C1E64F785,E0E78A801A101FFFA4B07A4A547391BC
SRR2139680,2016-01-04 17:04:03,2016-11-22 03:24:07,9191035,857785976,0,93,344,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002089/SRR2139680,SRX1128744,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1020169,SAMN03947270,simple,10090,Mus musculus,GSM1840268,,,,,,,no,,,,,GEO,SRA281408,,public,5CDCDBDBD96BAAFD59CC4B253412C57F,828C6658C3AC80818231BADDC478A449
SRR2139681,2016-01-04 17:04:03,2016-11-16 13:35:18,9437271,872389407,0,92,350,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra7/SRR/002089/SRR2139681,SRX1128745,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1020168,SAMN03947271,simple,10090,Mus musculus,GSM1840269,,,,,,,no,,,,,GEO,SRA281408,,public,CBD0892EA0531EE020BA95CF434E5600,C75701498B51A084EFE67BFBF4189138
SRR2139682,2016-01-04 17:04:03,2016-11-22 03:29:19,9252176,859327938,0,92,353,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002089/SRR2139682,SRX1128746,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1020170,SAMN03947272,simple,10090,Mus musculus,GSM1840270,,,,,,,no,,,,,GEO,SRA281408,,public,78DC4341A28E1CDB4F8196A0E80D0D76,A07A87C9F4FB22630FF34932F0E6E72E
SRR2139683,2016-01-04 17:04:03,2016-11-22 03:34:20,8943899,841727799,0,94,324,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra22/SRR/002089/SRR2139683,SRX1128747,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1020165,SAMN03947273,simple,10090,Mus musculus,GSM1840271,,,,,,,no,,,,,GEO,SRA281408,,public,2AA5421367359DD5773A963814F2E104,E47ED08B80E83AE887AA19F784DBFF16
SRR2139684,2016-01-04 17:04:03,2016-11-16 13:35:04,10871120,1005874000,0,92,420,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/002089/SRR2139684,SRX1128748,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1020166,SAMN03947274,simple,10090,Mus musculus,GSM1840272,,,,,,,no,,,,,GEO,SRA281408,,public,3A2EAE02E53205A6B3099192F3A49201,88B7CDC3097F54C12DAA974F29304C84
SRR2139685,2016-01-04 17:04:03,2016-11-16 13:34:05,11417062,1045055102,0,91,422,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/002089/SRR2139685,SRX1128749,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1020164,SAMN03947275,simple,10090,Mus musculus,GSM1840273,,,,,,,no,,,,,GEO,SRA281408,,public,B12F0F6D08E69265F39ADE5D736AD510,D23A3854CB62D6ECA88091095E5DB855
SRR2139686,2016-01-04 17:04:03,2016-11-16 13:34:06,11543720,1066817447,0,92,411,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/002089/SRR2139686,SRX1128750,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1020167,SAMN03947276,simple,10090,Mus musculus,GSM1840274,,,,,,,no,,,,,GEO,SRA281408,,public,2C0139D9C603FAF9ACFD2B7D62E4E627,EEA98E9EE382A596F1F8220DBB69BC7A
SRR2139687,2016-01-04 17:04:03,2016-11-22 03:47:25,11220790,1035671802,0,92,417,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra17/SRR/002089/SRR2139687,SRX1128751,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1020161,SAMN03947277,simple,10090,Mus musculus,GSM1840275,,,,,,,no,,,,,GEO,SRA281408,,public,CE81B70B54D9FBA22D13BE7FC269350F,F706D1B6C95F24145B1B1864B02262B4
SRR2139688,2016-01-04 17:04:03,2016-11-22 03:41:34,11378314,1051915564,0,92,410,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra32/SRR/002089/SRR2139688,SRX1128752,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1020163,SAMN03947278,simple,10090,Mus musculus,GSM1840276,,,,,,,no,,,,,GEO,SRA281408,,public,D405A83529DC8DD57B834E320ADAF381,3BA61723F29FE5674F9D455AD63881F8
SRR2139689,2016-01-04 17:04:03,2016-11-16 13:34:37,11987907,1105532107,0,92,450,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra6/SRR/002089/SRR2139689,SRX1128753,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019653,SAMN03947279,simple,10090,Mus musculus,GSM1840277,,,,,,,no,,,,,GEO,SRA281408,,public,5C55CE0AF762F43E80DB1C0CF44BC44C,A268E9C6F4A0655E0BFA28CC9FF5E8B5
SRR2139690,2016-01-04 17:04:03,2016-11-16 13:31:49,11166378,1027450960,0,92,421,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra7/SRR/002089/SRR2139690,SRX1128754,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1020162,SAMN03947280,simple,10090,Mus musculus,GSM1840278,,,,,,,no,,,,,GEO,SRA281408,,public,79C73515D49FB371598C4A29F23A5BAB,DB1DB3CE7E46A9D8EDFE1BC79AD35E08
SRR2139691,2016-01-04 17:04:03,2016-11-22 03:42:33,11651554,1080746625,0,92,428,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002089/SRR2139691,SRX1128755,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1020160,SAMN03947281,simple,10090,Mus musculus,GSM1840279,,,,,,,no,,,,,GEO,SRA281408,,public,B97772C597CE5E6F6E5B86048856D8F7,62F4FB15DBE691853FC0964B9C25D2FA
SRR2139692,2016-01-04 17:04:03,2016-11-22 03:43:54,11129272,1026848440,0,92,412,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002089/SRR2139692,SRX1128756,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1020159,SAMN03947282,simple,10090,Mus musculus,GSM1840280,,,,,,,no,,,,,GEO,SRA281408,,public,CA73857E3F42908304FA95FBD883B312,8EBAC992507650674D9A994458909A41
SRR2139693,2016-01-04 17:04:03,2016-11-16 13:30:11,12328409,1131527832,0,91,439,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra7/SRR/002089/SRR2139693,SRX1128757,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019655,SAMN03947283,simple,10090,Mus musculus,GSM1840281,,,,,,,no,,,,,GEO,SRA281408,,public,7994606616813CAD155DABC8DADD93DD,E29526C648599D63F0793E5473597722
SRR2139694,2016-01-04 17:04:03,2016-11-16 13:28:44,13559157,1250003089,0,92,500,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra6/SRR/002089/SRR2139694,SRX1128758,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1020158,SAMN03947284,simple,10090,Mus musculus,GSM1840282,,,,,,,no,,,,,GEO,SRA281408,,public,E013D3DD8A01F653B0CC999CBA628D1D,34F798EAEB0DB79E7FFF68C21DCCDD3B
SRR2139695,2016-01-04 17:04:03,2016-11-22 03:44:34,14556142,1342802977,0,92,537,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra15/SRR/002089/SRR2139695,SRX1128759,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1020157,SAMN03947285,simple,10090,Mus musculus,GSM1840283,,,,,,,no,,,,,GEO,SRA281408,,public,115D5A3D7BB997F4C798440080481C06,5108BABC9393B0D119A35E0A5AAECE4E
SRR2139696,2016-01-04 17:04:03,2016-11-22 03:44:15,10917345,1006929008,0,92,402,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002089/SRR2139696,SRX1128760,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1019654,SAMN03947286,simple,10090,Mus musculus,GSM1840284,,,,,,,no,,,,,GEO,SRA281408,,public,9FC8A105884822C1DC7BF993BE3A836A,76DC1F1B43E56A6EFAD556330FB6BCF7
SRR2139697,2016-01-04 17:04:03,2016-11-22 03:51:09,10888869,1003226498,0,92,398,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002089/SRR2139697,SRX1128761,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1020155,SAMN03947287,simple,10090,Mus musculus,GSM1840285,,,,,,,no,,,,,GEO,SRA281408,,public,DBC7C1CDE8B17BF535F21D568440D680,145C9156D4768045CD251561903D972C
SRR2139698,2016-01-04 17:04:03,2016-11-22 03:44:19,9506646,871911186,0,91,350,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra32/SRR/002089/SRR2139698,SRX1128762,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1020154,SAMN03947288,simple,10090,Mus musculus,GSM1840286,,,,,,,no,,,,,GEO,SRA281408,,public,F1D049139356FCD4D0B66BA345B134F7,FD5BD3D4EBB457D2D03B02258D08D5E1
SRR2139699,2016-01-04 17:04:03,2016-11-16 13:28:08,9648946,887388841,0,91,383,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra5/SRR/002089/SRR2139699,SRX1128763,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1020156,SAMN03947289,simple,10090,Mus musculus,GSM1840287,,,,,,,no,,,,,GEO,SRA281408,,public,6A320902F5336BD99C849AEB48EF17FF,75181ECF7B477135CCAE10476EA7D5DE
SRR2139700,2016-01-04 17:04:03,2016-11-16 13:25:31,12868741,1187739289,0,92,489,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra5/SRR/002089/SRR2139700,SRX1128764,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1020153,SAMN03947290,simple,10090,Mus musculus,GSM1840288,,,,,,,no,,,,,GEO,SRA281408,,public,F67010EC059407E8FD01D6EA6C272512,8D99E8013C3E6DDE83FE4E6B293C470B
SRR2139701,2016-01-04 17:04:03,2016-11-16 13:24:33,11334944,1036752271,0,91,419,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra7/SRR/002089/SRR2139701,SRX1128765,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1020152,SAMN03947291,simple,10090,Mus musculus,GSM1840289,,,,,,,no,,,,,GEO,SRA281408,,public,0DF54C310836ABAC26B24DD9A4E83645,416B844BD4CBEF921C9F9F2B1CAC4B6C
SRR2139702,2016-01-04 17:04:03,2016-11-22 03:53:51,15480598,1435496859,0,92,587,GCF_000001635.20,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002089/SRR2139702,SRX1128766,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP061902,PRJNA291624,2,291624,SRS1020150,SAMN03947292,simple,10090,Mus musculus,GSM1840290,,,,,,,no,,,,,GEO,SRA281408,,public,769F1D420B4FEBC928C0CEB74018811E,17ECDF88AB11A8FBA69BBA9752470891
